SPECIES;NAME;LAT;LONG;MAX_AGE;MIN_AGE;MIS;PERIOD;EARLY_INTERVALL;LATE_INTERVALL;COUNTRY;STATE;REFERENCE;NOTIZ
Mammuthus primigenius;Terekhtyakh River;69.3;147.15;NA;0.05;;;;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004";
Mammuthus primigenius;Terekhtyakh River;69.3;147.15;NA;0.05317;;;;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004";
Mammuthus primigenius;Terpyi-Tumus Peninsula;73.55;118.5;0.02874;0.02806;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Terpyi-Tumus Peninsula;73.55;118.5;0.0303;0.0297;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Tesa River;57.3;112;0.01781;0.01741;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Tesa River;57.3;112;0.0229;0.02206;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Tesa River;57.3;112;0.02927;0.02807;03. Feb;;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Tesa River;57.3;112;NA;0.045;;;;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Testona;44.983333;7.7;1.9;0.0117;;NA;;;Italy;\N;;
Mammuthus primigenius;The Palisades Site;65.1;-153.25;0.032627;0.029541;3;W;;;;;;
Mammuthus primigenius;Tiger Butte Mammoth;47.200001;-111;1.8;0.3;;NA;Irvingtonian;;US;Montana;C. L. Hill. 2001. Pleistocene mammals of Montana and their geologic context. Museum of the Rockies Occasional Paper 3:127-144;
Mammuthus primigenius;Timonovka;53.199022;34.316687;0.0125;0.0119;1;W;Late Pleistocene;;Russia;;"Stuart, Anthony J.; Sulerzhitsky, Leopold D.; Orlova, Lyobov A.; Kuzmin, Yaroslav V.; Lister, Adrian M. (2002): The latest woolly mammoths (Mammuthus primigenius Blumenbach) in Europe and Asia: a review of the current evidence. In: Quaternary Science Reviews 21 (14-15), S. 1559–1569. DOI: 10.1016/S0277-3791(02)00026-4.";
Mammuthus primigenius;Tokod-Nagyberek;47.729931;18.674549;0.126;0.0117;;NA;Late Pleistocene;;HU;Barany;;
Mammuthus primigenius;Tomsk River, Tomsk;56.376081;84.941316;0.126;0.117;5;W;Late Pleistocene;;Russia;;"E.N. Maschenko; A.V. Shpansky (2005): Abnormal dental morphology in the mammoth Mammuthus primigenius Blumenbach, 1799. In: Paleontologicheskii Zhurnal (1), S. 101–102. Online verfügbar unter https://www.researchgate.net/profile/e-mashchenko-2/publication/287597851_abnormal_dental_morphology_in_the_mammoth_mammuthus_primigenius_blumenbach_1799.";
Mammuthus primigenius;Topsa, Archangelsk;62.596754;43.627626;0.02944;0.02928;3;W;Late Pleistocene;;Russia;Archangelsk;"Ponomarev, D. V.; Markova, A. K.; van Kolfschoten, T.; van der Plicht, J. (2012): Radiocarbon dates of late quaternary mammals in the Archangelsk Region and their contribution to reconstructions of the last glaciation in Eastern Europe. In: Dokl. Earth Sc. 444 (2), S. 706–710. DOI: 10.1134/S1028334X12060256.";
Mammuthus primigenius;Topsa, Archangelsk;62.618;43.633;0.02454;0.02412;2;K;Late Pleistocene;;Russia;Archangelsk;"Markova, A. K.; Puzachenko, A.Yu.; van Kolfschoten, T.; van der Plicht, J.; Ponomarev, D. V. (2013): New data on changes in the European distribution of the mammoth and the woolly rhinoceros during the second half of the Late Pleistocene and the early Holocene. In: Quaternary International 292, S. 4–14. DOI: 10.1016/j.quaint.2012.11.033.";not calibrated, so maybe the same as Ponomarev 2012?
Mammuthus primigenius;Torrente Maspino;43.4;11.85;1.9;0.0117;;NA;;;Italy;\N;;
Mammuthus primigenius;Transbaikalian (UPC);52.033333;110.15;1.9;0.0117;;NA;;;Russia;\N;;
Mammuthus primigenius;Traufetter River;75.5;100.5;0.02428;0.02406;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Traufetter River;75.5;100.5;0.04047;0.03855;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Traufetter River;75.5;100.5;0.401;0.0375;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Trenton Reservoir;40.17;-101.07;0.037997;0.037997;3;W;Late Pleistocene;;USA;Nebraska;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1";"calibrated median; supplemental data"
Mammuthus primigenius;Troitskaya;54.1;61.4;0.0166;0.016;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Trzcianka;53.041176;16.438512;0.0513;0.0467;3;W;Late Pleistocene;;Poland;;"Nadachowski, Adam; Lipecki, Grzegorz; Wojtal, Piotr; Mi?kina, Barbara (2011): Radiocarbon chronology of woolly mammoth (Mammuthus primigenius) from Poland. In: Quaternary International 245 (2), S. 186–192. DOI: 10.1016/j.quaint.2011.03.011.";
Mammuthus primigenius;Trze?cianka;52.937767;23.451272;0.0558;0.0478;3;W;Late Pleistocene;;Poland;;"Nadachowski, Adam; Lipecki, Grzegorz; Wojtal, Piotr; Mi?kina, Barbara (2011): Radiocarbon chronology of woolly mammoth (Mammuthus primigenius) from Poland. In: Quaternary International 245 (2), S. 186–192. DOI: 10.1016/j.quaint.2011.03.011.";
Mammuthus primigenius;Trzebownisko;50.076938;22.039715;0.0319;0.03156;3;W;Late Pleistocene;;Poland;;"Nadachowski, Adam; Lipecki, Grzegorz; Wojtal, Piotr; Mi?kina, Barbara (2011): Radiocarbon chronology of woolly mammoth (Mammuthus primigenius) from Poland. In: Quaternary International 245 (2), S. 186–192. DOI: 10.1016/j.quaint.2011.03.011.";
Mammuthus primigenius;Tsuren, Prut River;48.237869;26.110931;0.027144;0.026372;2;K;Late Pleistocene;;Ukraine;;"Nadachowski, Adam; Lipecki, Grzegorz; Baca, Mateusz; ?mihorski, Micha?; Wilczy?ski, Jaros?aw (2018): Impact of climate and humans on the range dynamics of the woolly mammoth (Mammuthus primigenius ) in Europe during MIS 2. In: Quat. res. 90 (3), S. 439–456. DOI: 10.1017/qua.2018.54.";
Mammuthus primigenius;Tyung River;67.35;116;0.0233;0.0229;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Tyung River;67.35;116;0.0301;0.0291;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Uelen;66.3;170;0.01445;0.01431;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Ulakhan-Yuryakh River;72.12;104;0.01485;0.014795;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Upper Ikpikpuk River, North Slope;69.37;-154.67;NA;0.051;;NA;;;USA;Alaska;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";"calibrated median; supplemental data"
Mammuthus primigenius;Upper Ikpikpuk River, North Slope;69.37;-154.67;NA;0.054;;NA;;;USA;Alaska;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";"calibrated median; supplemental data"
Mammuthus primigenius;Upper Ikpikpuk River, North Slope;69.37;-154.67;0.037856;0.037856;3;W;Late Pleistocene;;USA;Alaska;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";"calibrated median; supplemental data"
Mammuthus primigenius;Upper Ikpikpuk River, North Slope;69.37;-154.67;0.04444;0.04444;3;W;Late Pleistocene;;USA;Alaska;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";"calibrated median; supplemental data"
Mammuthus primigenius;Upper Ikpikpuk River, North Slope;70.47;-154.25;0.044964;0.044964;3;W;Late Pleistocene;;USA;Alaska;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";"calibrated median; supplemental data"
Mammuthus primigenius;Uralovka;52.45;128.11;0.02524;0.02484;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Urtiagako Leizea;43.25;-2.116667;1.9;0.0117;;NA;;;Spain;Guipúzcoa;"Álvarez-Lao, Diego J. (2014): The Jou Puerta cave (Asturias, NW Spain): A MIS 3 large mammal assemblage with mixture of cold and temperate elements. In: Palaeogeography, Palaeoclimatology, Palaeoecology 393, S. 1–19. DOI: 10.1016/j.palaeo.2013.10.011.     Rodríguez?Almagro, Manuel; Sala, Nohemi; Wi?ing, Christoph; Arriolabengoa, Martin; Etxeberria, Francisco; Rios?Garaizar, Joseba; Gómez?Olivencia, Asier (2021): Ecological conditions during the Middle to Upper Palaeolithic transition (MIS 3) in Iberia: the cold?adapted faunal remains from Mainea, northern Iberian Peninsula. In: Boreas 50 (3), S. 686–708. DOI: 10.1111/bor.12501.";
Mammuthus primigenius;Urtuiskoe;50.11;118;0.028725;0.028325;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Urtuiskoe;50.11;118;NA;0.045;;;;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Urz;55;159;0.01268;0.01258;1;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Ushlep, layer 3;52.85;86.68;0.01721;0.01689;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Ushlep, layer 8;52.85;86.68;NA;0.042;;;;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Uspenka;54.87;70.5;0.02408;0.02326;2;K;Late Pleistocene;;Kazakhstan;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Ust-Izhul;55.22;91.65;NA;0.0422;;NA;;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Ust-Izhul;55.22;91.65;NA;0.045;;NA;;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Vacha River;58.48;114.87;NA;0.048;;;;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004";
Mammuthus primigenius;Vaigach Island, Archangelsk;69.987069;59.43392;0.0295;0.02936;3;W;Late Pleistocene;;Russia;;"Ponomarev, D. V.; Markova, A. K.; van Kolfschoten, T.; van der Plicht, J. (2012): Radiocarbon dates of late quaternary mammals in the Archangelsk Region and their contribution to reconstructions of the last glaciation in Eastern Europe. In: Dokl. Earth Sc. 444 (2), S. 706–710. DOI: 10.1134/S1028334X12060256.";
Mammuthus primigenius;Vaigach Island, Archangelsk;69.987069;59.43392;0.03675;0.03652;3;W;Late Pleistocene;;Russia;;"Ponomarev, D. V.; Markova, A. K.; van Kolfschoten, T.; van der Plicht, J. (2012): Radiocarbon dates of late quaternary mammals in the Archangelsk Region and their contribution to reconstructions of the last glaciation in Eastern Europe. In: Dokl. Earth Sc. 444 (2), S. 706–710. DOI: 10.1134/S1028334X12060256.";
Mammuthus primigenius;Valea Morilor;47.017897;28.812721;2064;0.02048;2;K;Late Pleistocene;;Moldova;;"Obada, Teodor; van der Plicht, Johannes; Markova, Anastasia; Prepelitsa, Afanasie (2012): Preliminary results of studies of the Valea Morilor Upper Palaeolithic site (Chi?in?u, Republic of Moldova): A new camp of mammoth hunters. In: Quaternary International 276-277, S. 227–241. DOI: 10.1016/j.quaint.2012.04.015.";
Mammuthus primigenius;Valea Morilor;47.017897;28.812721;0.02065;0.02049;2;K;Late Pleistocene;;Moldova;;"Obada, Teodor; van der Plicht, Johannes; Markova, Anastasia; Prepelitsa, Afanasie (2012): Preliminary results of studies of the Valea Morilor Upper Palaeolithic site (Chi?in?u, Republic of Moldova): A new camp of mammoth hunters. In: Quaternary International 276-277, S. 227–241. DOI: 10.1016/j.quaint.2012.04.015.";
Mammuthus primigenius;Valea Morilor;47.017897;28.812721;0.02086;0.02068;2;K;Late Pleistocene;;Moldova;;"Obada, Teodor; van der Plicht, Johannes; Markova, Anastasia; Prepelitsa, Afanasie (2012): Preliminary results of studies of the Valea Morilor Upper Palaeolithic site (Chi?in?u, Republic of Moldova): A new camp of mammoth hunters. In: Quaternary International 276-277, S. 227–241. DOI: 10.1016/j.quaint.2012.04.015.";
Mammuthus primigenius;Västnansjö, Sättna, Västernorrland;63.006273;17.431397;0.02975;0.02925;3;W;Late Pleistocene;;Sweden;;"Ukkonen, P.; Arppe, L.; Houmark-Nielsen, M.; Kjær, K. H.; Karhu, J. A. (2007): MIS 3 mammoth remains from Sweden—implications for faunal history, palaeoclimate and glaciation chronology. In: Quaternary Science Reviews 26 (25-28), S. 3081–3098. DOI: 10.1016/j.quascirev.2007.06.021.";
Mammuthus primigenius;Vaygach Island, Archangelsk;69.684;60.028;0.02467;0.02443;2;K;Late Pleistocene;;Russia;;"Markova, A. K.; Puzachenko, A.Yu.; van Kolfschoten, T.; van der Plicht, J.; Ponomarev, D. V. (2013): New data on changes in the European distribution of the mammoth and the woolly rhinoceros during the second half of the Late Pleistocene and the early Holocene. In: Quaternary International 292, S. 4–14. DOI: 10.1016/j.quaint.2012.11.033.";uncalibrated
Mammuthus primigenius;Veere, Zeeland;51.551599;3.663031;0.126;0.012;05. Jan;NA;Late Pleistocene;;Netherlands;;"Mol, Dick; Bijkerk, André; Ballard, Joanne (2018): Deciduous Tusks and Small Permanent Tusks of the Woolly Mammoth, Mammuthus primigenius (Blumenbach, 1799) Found on Beaches in The Netherlands. In: Quaternary 1 (1), S. 7. DOI: 10.3390/quat1010007.";deciduous tusk
Mammuthus primigenius;Veltheim Quarry;47.454891;8.15133;0.063;0.063;4;K;Late Pleistocene;;Switzerland;;"Gaar, Dorian; Preusser, Frank (2012): Luminescence dating of mammoth remains from northern Switzerland. In: Quaternary Geochronology 10, S. 257–263. DOI: 10.1016/j.quageo.2012.02.007.";
Mammuthus primigenius;Venice Township;42.97;-83.97;0.014585;0.014585;2;K;Late Pleistocene;;USA;Michigan;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";"calibr. Median; named ""Clayton Township"" in Chang et al. But with coordinates in Venice Township"
Mammuthus primigenius;Verkhnaya Taymyra River;74.15;99.39;0.02069;0.02055;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Verkhnaya Taymyra River;74.15;99.39;0.02069;0.02061;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Viljevacki cret;45.75;18.15;0.115;0.0117;05. Jan;NA;Late Pleistocene;;Croatia;;Ábelová, M. (2008): Schreger pattern analysis of Mammuthus primigenius tusk: analytical approach and utility. In: Bull. Geosci., S. 225–232. DOI: 10.3140/bull.geosci.2008.02.225.;
Mammuthus primigenius;Volchya Griva;54.5;80.2;0.01889;0.01879;2;K;Late Pleistocene;;Russia;;"Leshchinskiy, Sergey V.; Burkanova, Elena M. (2022): The Volchia Griva mineral oasis as unique locus for research of the mammoth fauna and the late Pleistocene environment in Northern Eurasia. In: Quat. res., S. 1–26. DOI: 10.1017/qua.2022.8.";
Mammuthus primigenius;Volchya Griva, eastern Baraba Lowland;54.608867;80.970236;0.01121;0.01007;1;W;Late Pleistocene;;Russia;;"Stuart, Anthony J.; Sulerzhitsky, Leopold D.; Orlova, Lyobov A.; Kuzmin, Yaroslav V.; Lister, Adrian M. (2002): The latest woolly mammoths (Mammuthus primigenius Blumenbach) in Europe and Asia: a review of the current evidence. In: Quaternary Science Reviews 21 (14-15), S. 1559–1569. DOI: 10.1016/S0277-3791(02)00026-4.";
Mammuthus primigenius;W?chock;51.066464;21.007411;0.02995;0.02907;3;W;Late Pleistocene;;Poland;;"Nadachowski, Adam; Lipecki, Grzegorz; Wojtal, Piotr; Mi?kina, Barbara (2011): Radiocarbon chronology of woolly mammoth (Mammuthus primigenius) from Poland. In: Quaternary International 245 (2), S. 186–192. DOI: 10.1016/j.quaint.2011.03.011.";
Mammuthus primigenius;Wally's Beach;49.341202;-113.144501;0.012;0.0117;1;W;Latest Pleistocene, postglacial;;Canada;Alberta;P. E. McNeil. 2010. Mammoth steps: an overview of the fauna of Wallyâ€™s Beach (DhPg-8), a late Pleistocene locality from southwestern Alberta. GeoCanada 2010 â€“ Working with the Earth;
Mammuthus primigenius;Weimar, Oberer Travertin (Upper Travertine);50.98;11.31;0.126;0.012;05. Jan;NA;Early Pleistocene;;Germany;Thüringen;Kahlke, H. D. (1958): Die jungpleistozänen Säugetierfaunen aus dem Travertingebiet von Taubach-Weimar-Ehringsdorf. In: Alt-Thüringen III, S. 97–130.;
Mammuthus primigenius;Wenas Creek;46.7;-120.55;0.016122;0.016122;2;K;Late Pleistocene;;USA;Washington;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1";"calibrated median; supplemental data"
Mammuthus primigenius;West Des Moines;41.615;-93.61;0.017342;0.017342;2;K;;;;;;
Mammuthus primigenius;West Shore Railroad, Minoa;43.076;-76.000999;2.588;0.0117;;NA;Pleistocene;;US;New York;C. A. Hartnagel and S. C. Sherman. 1922. The mastodons, mammoths and other Pleistocene mammals of New York State, being a descriptive record of all known occurrences. New York State Museum Bulletin 241-242:1-110;
Mammuthus primigenius;Western shore of Baldwin Peninsula;66.654999;-162.130005;0.0293;0.0233;03. Feb;NA;Late Pleistocene;;USA;Alaska;"Hopkins, D. M.; Giterman, R. E.; Matthews, J. V. (1976): Interstadial mammoth remains and associated pollen and insect fossils, Kotzebue Sound area, northwestern Alaska. In: Geol 4 (3), S. 169. DOI: 10.1130/0091-7613(1976)4<169:IMRAAP>2.0.CO;2.";Mammoth OR Mastodon!
Mammuthus primigenius;Western Yamal Peninsula;71;66.5;0.02865;0.027995;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Whidbey Island;48.12;-122.58;0.023139;0.023139;2;K;Late Pleistocene;;USA;Washington;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1";"calibrated median; supplemental data"
Mammuthus primigenius;Whitesburg;36.266666;-83.133331;2.588;0.0117;;NA;Pleistocene;;USA;Tennessee;Cahn, Alvin R. (1939): Pleistocene Fossils from a Cave in Anderson County, Tennessee. In: Journal of Mammalogy 20 (2), S. 248. DOI: 10.2307/1374386.;
Mammuthus primigenius;Whitman Gulch;63.43;-138.38;0.036537;0.036537;3;W;Late Pleistocene;;Canada;Yukon;"Szpak, Paul; Gröcke, Darren R.; Debruyne, Regis; MacPhee, Ross D.E.; Guthrie, R. Dale; Froese, Duane et al. (2010): Regional differences in bone collagen ?13C and ?15N of Pleistocene mammoths: Implications for paleoecology of the mammoth steppe. In: Palaeogeography, Palaeoclimatology, Palaeoecology 286 (1-2), S. 88–96. DOI: 10.1016/j.palaeo.2009.12.009.";
Mammuthus primigenius;Willendorf 2;49.208519;10.673061;0.023;0.016;2;K;Late Pleistocene;;Austria;;"SOMMER, R. S.; Nadachowski, A. (2006): Glacial refugia of mammals in Europe: evidence from fossil records. In: Mammal Review 36 (4), S. 251–265. DOI: 10.1111/j.1365-2907.2006.00093.x.";
