SPECIES;NAME;LAT;LONG;MAX_AGE;MIN_AGE;MIS;PERIOD;EARLY_INTERVALL;LATE_INTERVALL;COUNTRY;STATE;REFERENCE;NOTIZ
Mammuthus primigenius;Mal'ta;53;103.5;0.02124;0.02096;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mal'ta;53;103.5;0.02125;0.02095;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mal'ta;53;103.5;0.02141;0.02119;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mal'ta;53;103.5;0.02151;0.02129;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mal'ta;53;103.5;0.02158;0.0211;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mal'ta;53;103.5;0.0216;0.021;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mal'ta;53;103.5;0.02177;0.02143;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mal'ta;53;103.5;0.0218;0.0214;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mal'ta;53;103.5;0.02186;0.02154;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mal'ta;53;103.5;0.02314;0.02266;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mal'ta;53;103.5;0.02596;0.02554;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mal'ta;53;103.5;0.0121;0.01193;1;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mal'ta;53;103.5;0.0426;0.0396;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mal'ta;53;103.5;0.0455;0.0407;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mal'ta River, Angara River Basin;43;104;0.01511;0.0147;2;K;Late Pleistocene;;Russia;;"Vasil'chuk, Yurij K.; Vasil'chuk, Alla C.; Long, Austin; Jull, A. J. T.; Donahue, D. J. (2000): AMS Dating Mammoth Bones: Comparison with Conventional Dating. In: Radiocarbon 42 (2), S. 281–284. DOI: 10.1017/S0033822200059087.";
Mammuthus primigenius;Maly Anjuj, Utka layers;68.43;161;0.781;0.126;;NA;Middle Pleistocene;;Russia;Respublika Saha (Jakutija);A. W. Sher. 1971. SÃ¤ugetierfunde und PleistozÃ¤nstratigraphie in der Kolyma-Niederung (Pleistocene stratigraphy from the Kolyma fluvial plain and it's mammal fossils). Berichte der deutschen Gesellschaft fÃ¼r geologische Wissenschaften A, Geologie und PalÃ¤ontologie 16(2):113-125;
Mammuthus primigenius;Maly Anui River;68.33;161.5;0.02778;0.02716;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Maly Lyajovsky Island;74.116667;140.666667;0.033;0.0325;3;W;Late Pleistocene;;Russia;;"Kornienko, I. V.; Faleeva, T. G.; Oreshkova, N. V.; Grigoriev, S. E.; Grigorieva, L. V.; Putintseva, Yu. A.; Krutovsky, K. V. (2019): Structural and Functional Organization of the Mitochondrial DNA Control Region in the Woolly Mammoth (Mammuthus primigenius). In: Mol Biol 53 (4), S. 560–570. DOI: 10.1134/S002689331904006X.";
Mammuthus primigenius;Mamakan River;57.8;114.03;NA;0.048;;;;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004";
Mammuthus primigenius;Mammontoviy Klyk;73.61;117.13;0.021334;0.021334;2;K;Late Pleistocene;;Russia;Siberia;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1038/srep44585.";"calibrated median; supplemental data"
Mammuthus primigenius;Mamont River;75.230001;94.410947;0.0117;0.0112;1;W;Late Pleistocene;;Russia;;"Stuart, Anthony J.; Sulerzhitsky, Leopold D.; Orlova, Lyobov A.; Kuzmin, Yaroslav V.; Lister, Adrian M. (2002): The latest woolly mammoths (Mammuthus primigenius Blumenbach) in Europe and Asia: a review of the current evidence. In: Quaternary Science Reviews 21 (14-15), S. 1559–1569. DOI: 10.1016/S0277-3791(02)00026-4.";
Mammuthus primigenius;Mamontovaya Khayata;71.28;129.42;0.02187;0.02139;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mamutowa Cave;50.170416;19.805726;0.03185;0.03157;3;W;Late Pleistocene;;Poland;;"Nadachowski, Adam; Lipecki, Grzegorz; Wojtal, Piotr; Mi?kina, Barbara (2011): Radiocarbon chronology of woolly mammoth (Mammuthus primigenius) from Poland. In: Quaternary International 245 (2), S. 186–192. DOI: 10.1016/j.quaint.2011.03.011.";
Mammuthus primigenius;Mamutowa Cave;50.170416;19.805726;0.0445;0.038;3;W;Late Pleistocene;;Poland;;"Nadachowski, Adam; Lipecki, Grzegorz; Wojtal, Piotr; Mi?kina, Barbara (2011): Radiocarbon chronology of woolly mammoth (Mammuthus primigenius) from Poland. In: Quaternary International 245 (2), S. 186–192. DOI: 10.1016/j.quaint.2011.03.011.";
Mammuthus primigenius;Maple Grove Township, north of Assyria;42.52;-85.12;0.012985;0.012985;1;W;Late Pleistocene;;USA;Michigan;"Chang, Dan; Knapp, Michael; Enk, Jacob; Lippold, Sebastian; Kircher, Martin; Lister, Adrian et al. (2017): The evolutionary and phylogeographic history of woolly mammoths: a comprehensive mitogenomic analysis. In: Scientific reports 7, S. 44585. DOI: 10.1";"calibrated median; supplemental data"
Mammuthus primigenius;Marie Cave, Montpellier;43.793728;3.74013;0.03172;0.03118;3;W;Late Pleistocene;;France;Hérault;"Crochet, Jean-Yves; Gence, Jean; Boulbes, Nicolas; Boutié, Paul; Cretin, Catherine; Crégut-Bonnoure, Évelyne et al. (2007): Nouvelles données paléoenvironnementales dans le Sud de la France vers 30000 ans 14C BP : le cas de la grotte Marie (Hérault). In: Comptes Rendus Palevol 6 (4), S. 241–251. DOI: 10.1016/j.crpv.2007.02.006.";
Mammuthus primigenius;Marolles-sur-Seine;48.390837;3.046206;0.015418;0.014881;2;K;Late Pleistocene;;France;;Lister, Adrian M. (2009): Late-glacial mammoth skeletons (Mammuthusprimigenius ) from Condover (Shropshire, UK): anatomy, pathology, taphonomy and chronological significance. In: Geol. J. 44 (4), S. 447–479. DOI: 10.1002/gj.1162.;
Mammuthus primigenius;Massonov River;72.3;104.3;0.0436;0.042;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Matuda Peninsula;74.5;102.63;0.0325;0.0315;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Matuda, Taymyr Lake;72.12;96.03;0.0298;0.0292;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Megra, Archangelsk;64.153035;41.625923;0.03654;0.03569;3;W;Late Pleistocene;;Russia;Archangelsk;"Ponomarev, D. V.; Markova, A. K.; van Kolfschoten, T.; van der Plicht, J. (2012): Radiocarbon dates of late quaternary mammals in the Archangelsk Region and their contribution to reconstructions of the last glaciation in Eastern Europe. In: Dokl. Earth Sc. 444 (2), S. 706–710. DOI: 10.1134/S1028334X12060256.";
Mammuthus primigenius;Melville Island;75.7;-114.42;0.02132;0.02068;2;K;Late Pleistocene;;Canada;;Harington, C. R. (2005): The eastern limit of Beringia: Mammoth remains from Banks and Melville Islands, Northwest Territories. In: Arctic (58), S. 361–369.;
Mammuthus primigenius;Mezhirichi;50.658485;26.865772;0.0131;0.0127;1;W;Late Pleistocene;;Ukraine;;"Stuart, Anthony J.; Sulerzhitsky, Leopold D.; Orlova, Lyobov A.; Kuzmin, Yaroslav V.; Lister, Adrian M. (2002): The latest woolly mammoths (Mammuthus primigenius Blumenbach) in Europe and Asia: a review of the current evidence. In: Quaternary Science Reviews 21 (14-15), S. 1559–1569. DOI: 10.1016/S0277-3791(02)00026-4.";
Mammuthus primigenius;Mezhyrich;49.628713;31.417826;0.01813;0.0178;2;K;Late Pleistocene;;Ukraine;;"Drucker, Dorothée G.; Stevens, Rhiannon E.; Germonpré, Mietje; Sablin, Mikhail V.; Péan, Stéphane; Bocherens, Hervé (2018): Collagen stable isotopes provide insights into the end of the mammoth steppe in the central East European plains during the Epigravettian. In: Quat. res. 90 (3), S. 457–469. DOI: 10.1017/qua.2018.40.";
Mammuthus primigenius;Mezhyrich;49.628713;31.417826;0.01831;0.01793;2;K;Late Pleistocene;;Ukraine;;"Drucker, Dorothée G.; Stevens, Rhiannon E.; Germonpré, Mietje; Sablin, Mikhail V.; Péan, Stéphane; Bocherens, Hervé (2018): Collagen stable isotopes provide insights into the end of the mammoth steppe in the central East European plains during the Epigravettian. In: Quat. res. 90 (3), S. 457–469. DOI: 10.1017/qua.2018.40.";
Mammuthus primigenius;Middle Angara River;59;101.3;0.0238;0.0234;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Middle Yenisei River;53.55;92;0.0197;0.0193;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Middle Yenisei River;53.55;92;0.0204;0.0198;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Milovice;48.85;16.7;0.027;0.023;2;K;Late Pleistocene;;Czech Republic;;"Ábelová, M. (2008): Schreger pattern analysis of Mammuthus primigenius tusk: analytical approach and utility. In: Bull. Geosci., S. 225–232. DOI: 10.3140/bull.geosci.2008.02.225.       Krzemi?ska, Alina; W?dzicha, Sylwia (2015): Pathological changes on the ribs of woolly mammoths (Mammuthus primigenius). In: Quaternary International 359-360, S. 186–194. DOI: 10.1016/j.quaint.2014.04.059.";>100 individuals
Mammuthus primigenius;Mina Ángel;43.383333;-3.566667;1.9;0.0117;;NA;;;Spain;Cantabria;"Álvarez-Lao, Diego J. (2014): The Jou Puerta cave (Asturias, NW Spain): A MIS 3 large mammal assemblage with mixture of cold and temperate elements. In: Palaeogeography, Palaeoclimatology, Palaeoecology 393, S. 1–19. DOI: 10.1016/j.palaeo.2013.10.011.      Rodríguez?Almagro, Manuel; Sala, Nohemi; Wi?ing, Christoph; Arriolabengoa, Martin; Etxeberria, Francisco; Rios?Garaizar, Joseba; Gómez?Olivencia, Asier (2021): Ecological conditions during the Middle to Upper Palaeolithic transition (MIS 3) in Iberia: the cold?adapted faunal remains from Mainea, northern Iberian Peninsula. In: Boreas 50 (3), S. 686–708. DOI: 10.1111/bor.12501.";
Mammuthus primigenius;Mina Dolores, Udías;43.343385;-4.233026;NA;NA;;NA;;;Spain;Cantabria;"Rodríguez?Almagro, Manuel; Sala, Nohemi; Wi?ing, Christoph; Arriolabengoa, Martin; Etxeberria, Francisco; Rios?Garaizar, Joseba; Gómez?Olivencia, Asier (2021): Ecological conditions during the Middle to Upper Palaeolithic transition (MIS 3) in Iberia: the cold?adapted faunal remains from Mainea, northern Iberian Peninsula. In: Boreas 50 (3), S. 686–708. DOI: 10.1111/bor.12501.";
Mammuthus primigenius;Mina inadvertida;43.383333;-3.566667;1.9;0.0117;;NA;;;Spain;\N;;
Mammuthus primigenius;Minas de Heras, Medio Cudeyo;43.383333;-3.816667;1.9;0.0117;;NA;;;Spain;Cantabria;"Álvarez-Lao, Diego J.; García, Nuria (2012): Comparative revision of the Iberian woolly mammoth (Mammuthus primigenius) record into a European context. In: Quaternary Science Reviews 32, S. 64–74. DOI: 10.1016/j.quascirev.2011.11.004.";
Mammuthus primigenius;Mingyuegou;43.11;128.91;0.02711;0.02601;2;K;Late Pleistocene;;China;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mingyuegou;43.11;128.91;0.03616;0.03246;3;W;Late Pleistocene;;China;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";the same find as from Keliang?
Mammuthus primigenius;Mingyuegou, Antu, Jilin;43.11;128.91;0.042826;0.029106;3;W;Late Pleistocene;;China;;"Keliang, Z.; Haitao, J.; Yuan, W.; Haowen, T.; Yaping, Z.; Junyi, G. et al. (2022): New radiocarbon evidence on the woolly mammoth and rhinoceros in China. In: Acta Anthropologica Sinica (41), S. 551–562.";same find as from Kuzmin?
Mammuthus primigenius;Mogochino;57.75;83.52;0.02038;0.0199;2;K;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mokhovaya River;72;85.3;0.0375;0.0331;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mokhovaya River;72;85.3;0.04125;0.03265;3;W;Late Pleistocene;;Russia;;"Kuzmin, Yaroslav V.; Orlova, Lyobov A. (2004): Radiocarbon chronology and environment of woolly mammoth (Mammuthus primigenius Blum.) in northern Asia: results and perspectives. In: Earth-Science Reviews 68 (1-2), S. 133–169. DOI: 10.1016/j.earscirev.2004.04.002.";
Mammuthus primigenius;Mokrzec, Wis?oka River;52.644678;15.892245;0.027477;0.026861;2;K;Late Pleistocene;;Poland;;"Nadachowski, Adam; Lipecki, Grzegorz; Baca, Mateusz; ?mihorski, Micha?; Wilczy?ski, Jaros?aw (2018): Impact of climate and humans on the range dynamics of the woolly mammoth (Mammuthus primigenius ) in Europe during MIS 2. In: Quat. res. 90 (3), S. 439–456. DOI: 10.1017/qua.2018.54.";
Mammuthus primigenius;Möllenhagen;53.535959;12.911699;0.0442;0.0424;3;W;Late Pleistocene;;Germany;;"Sommer, Robert S.; Benecke, Norbert (2009): First radiocarbon dates on woolly mammoth (Mammuthus primigenius ) from northern Germany. In: J. Quaternary Sci. 24 (8), S. 902–905. DOI: 10.1002/jqs.1343.";
